Dataset Name,Number of Nodes,Algorithm,Total Distance,Execution Time,Memory Usage,Precision
pr136,136,Twice Around the Tree,177932.35452113333,0.01547,80.07421875,1.84
pr136,136,Christofides,102771.61182382496,0.033109,80.07421875,1.06
pr144,144,Twice Around the Tree,98928.91001854536,0.022484,80.07421875,1.69
pr144,144,Christofides,70101.14297060766,0.030656,80.07421875,1.2
ch150,150,Twice Around the Tree,11761.911661719738,0.020863,80.07421875,1.8
ch150,150,Christofides,7090.9970964831855,0.082272,80.07421875,1.09
kroA150,150,Twice Around the Tree,47114.79534148968,0.019882,80.19921875,1.78
kroA150,150,Christofides,29400.229548638436,0.175617,80.57421875,1.11
kroB150,150,Twice Around the Tree,45608.43396933002,0.018087,82.19921875,1.75
kroB150,150,Christofides,29838.51484633528,0.178438,82.19921875,1.14
pr152,152,Twice Around the Tree,118336.89296684194,0.046844,82.57421875,1.61
pr152,152,Christofides,77591.40844650491,0.027704,82.57421875,1.05
u159,159,Twice Around the Tree,74309.11476881456,0.020773,83.19921875,1.77
u159,159,Christofides,46881.716326240356,0.100568,83.19921875,1.11
rat195,195,Twice Around the Tree,4329.58663098563,0.06237,83.82421875,1.86
rat195,195,Christofides,2597.0952220519634,0.191341,83.82421875,1.12
d198,198,Twice Around the Tree,23534.22900884072,0.030203,85.07421875,1.49
d198,198,Christofides,15667.940767319324,0.219267,85.07421875,0.99
kroA200,200,Twice Around the Tree,51865.16786521273,0.032499,86.82421875,1.77
kroA200,200,Christofides,33413.60208129192,0.37237,86.82421875,1.14
kroB200,200,Twice Around the Tree,52407.30866768744,0.035607,85.84765625,1.78
kroB200,200,Christofides,32768.84047256104,0.299433,85.84765625,1.11
ts225,225,Twice Around the Tree,224000.0,0.041922,86.765625,1.77
ts225,225,Christofides,133782.1703627935,0.05905,86.765625,1.06
tsp225,225,Twice Around the Tree,7031.400469472143,0.042464,88.140625,1.79
tsp225,225,Christofides,4347.502889600349,0.249189,88.140625,1.11
pr226,226,Twice Around the Tree,137279.9195455958,0.041451,88.57421875,1.71
pr226,226,Christofides,90927.44804525079,0.201437,88.57421875,1.13
gil262,262,Twice Around the Tree,4206.217170816099,0.062987,91.43359375,1.77
gil262,262,Christofides,2682.6243630467384,0.620709,90.8984375,1.13
pr264,264,Twice Around the Tree,82284.48527031398,0.089007,94.6484375,1.67
pr264,264,Christofides,54563.602434274835,0.228417,94.6484375,1.11
a280,280,Twice Around the Tree,4877.133481924452,0.065505,94.40234375,1.89
a280,280,Christofides,2926.6110111826356,0.44547,94.09375,1.13
pr299,299,Twice Around the Tree,84986.47217959746,0.102247,98.09375,1.76
pr299,299,Christofides,51848.540372197946,0.627928,98.09375,1.08
lin318,318,Twice Around the Tree,75837.73219163908,0.088174,97.87890625,1.8
lin318,318,Christofides,47228.75653586447,0.846156,97.87890625,1.12
linhp318,318,Twice Around the Tree,75837.73219163908,0.134412,102.67578125,1.83
linhp318,318,Christofides,47228.75653586447,0.903093,102.67578125,1.14
rd400,400,Twice Around the Tree,27263.48287754133,0.171979,108.109375,1.78
rd400,400,Christofides,17475.13519685324,2.482093,106.234375,1.14
fl417,417,Twice Around the Tree,20425.59373775439,0.176659,117.6484375,1.72
fl417,417,Christofides,13297.835296468125,1.008991,117.6484375,1.12
pr439,439,Twice Around the Tree,184387.8079685624,0.19576,115.8203125,1.72
pr439,439,Christofides,119282.0359030051,1.058586,114.8984375,1.11
pcb442,442,Twice Around the Tree,92724.78106330859,0.2064,124.6796875,1.83
pcb442,442,Christofides,54293.930926420915,1.909468,124.6796875,1.07
d493,493,Twice Around the Tree,58569.10196601602,0.246449,124.4296875,1.67
d493,493,Christofides,36479.27673045965,3.053097,123.53515625,1.04
u574,574,Twice Around the Tree,64213.67365816696,0.355466,140.54296875,1.74
u574,574,Christofides,41302.30942669226,4.939001,140.54296875,1.12
rat575,575,Twice Around the Tree,12524.853343776509,0.375492,140.8359375,1.85
rat575,575,Christofides,7784.0676533262285,5.639664,140.8359375,1.15
p654,654,Twice Around the Tree,58912.78492877277,0.477583,155.5546875,1.7
p654,654,Christofides,38660.95929046208,0.953654,155.81640625,1.12
d657,657,Twice Around the Tree,84981.21231163216,0.50122,153.44921875,1.74
d657,657,Christofides,53370.2094322111,7.552414,153.59375,1.09
u724,724,Twice Around the Tree,75949.21740022718,0.611781,185.77734375,1.81
u724,724,Christofides,47802.28239762277,9.659328,181.57421875,1.14
rat783,783,Twice Around the Tree,16306.502817436709,0.781966,202.30859375,1.85
rat783,783,Christofides,10077.320667040882,14.408568,202.43359375,1.14
pr1002,1002,Twice Around the Tree,448428.9365359385,1.227748,272.70703125,1.73
pr1002,1002,Christofides,283814.4207008012,22.289211,273.06640625,1.1
u1060,1060,Twice Around the Tree,390903.63165586925,1.38452,303.0859375,1.74
u1060,1060,Christofides,248950.3758304191,29.844304,299.171875,1.11
vm1084,1084,Twice Around the Tree,418471.92735387234,1.578536,306.625,1.75
vm1084,1084,Christofides,260391.89952398586,15.417331,306.9453125,1.09
pcb1173,1173,Twice Around the Tree,102919.72636295529,1.857977,340.48046875,1.81
pcb1173,1173,Christofides,63159.43218218887,27.049807,340.93359375,1.11
d1291,1291,Twice Around the Tree,94579.2086287988,2.126215,390.18359375,1.86
d1291,1291,Christofides,56658.00199754335,7.797719,394.06640625,1.12
rl1304,1304,Twice Around the Tree,445678.12004308583,2.20685,409.48046875,1.76
rl1304,1304,Christofides,277903.1931053025,7.797143,402.65234375,1.1
rl1323,1323,Twice Around the Tree,479949.87430766475,2.375389,409.50390625,1.78
rl1323,1323,Christofides,297922.1611593825,7.999788,409.7734375,1.1
nrw1379,1379,Twice Around the Tree,104026.38959048288,2.496072,476.56640625,1.84
nrw1379,1379,Christofides,63811.529764543724,97.653259,477.046875,1.13
fl1400,1400,Twice Around the Tree,34039.06182736715,2.58188,507.14453125,1.69
fl1400,1400,Christofides,22609.855984513764,90.731614,509.109375,1.12
u1432,1432,Twice Around the Tree,291957.16889079695,2.610376,535.0703125,1.91
u1432,1432,Christofides,171435.13266181265,30.228953,535.578125,1.12
fl1577,1577,Twice Around the Tree,38836.561166785155,3.413438,590.96484375,1.75
fl1577,1577,Christofides,24497.174654031944,19.272704,591.359375,1.1
d1655,1655,Twice Around the Tree,113900.30718002096,3.782121,640.80078125,1.83
d1655,1655,Christofides,69064.71481504099,37.377655,640.87890625,1.11
vm1748,1748,Twice Around the Tree,589221.9538036606,4.467536,696.92578125,1.75
vm1748,1748,Christofides,375577.8042177919,57.232822,697.40234375,1.12
u1817,1817,Twice Around the Tree,109810.73737503335,4.418951,743.9921875,1.92
u1817,1817,Christofides,66595.82536491855,42.31757,744.49609375,1.16
rl1889,1889,Twice Around the Tree,556515.0891141638,4.900519,800.51953125,1.76
rl1889,1889,Christofides,344217.35856791795,23.993653,800.921875,1.09
d2103,2103,Twice Around the Tree,152601.23946063413,6.260522,940.1953125,1.9
d2103,2103,Christofides,83409.10879076687,7.498526,940.6484375,1.04
u2152,2152,Twice Around the Tree,124479.49457221612,6.569581,980.08203125,1.94
u2152,2152,Christofides,73826.49731388866,63.022491,998.05859375,1.15
u2319,2319,Twice Around the Tree,464400.0,7.443417,1131.1953125,1.98
u2319,2319,Christofides,272442.9082569911,237.829837,1137.47265625,1.16
pr2392,2392,Twice Around the Tree,684618.4758045906,8.507914,1243.5703125,1.81
pr2392,2392,Christofides,424859.9110514417,217.590538,1244.08984375,1.12
pcb3038,3038,Twice Around the Tree,254817.51311738946,14.049695,1941.7734375,1.85
pcb3038,3038,Christofides,154179.8583439823,470.965125,1942.875,1.12
fl3795,3795,Twice Around the Tree,50123.83470914594,20.016185,3008.41796875,1.74
fl3795,3795,Christofides,30999.211427122023,456.605667,2954.43359375,1.08
fnl4461,4461,Twice Around the Tree,337444.4741820016,34.277611,3756.3515625,1.85
fnl4461,4461,Christofides,206149.12095385604,1940.830223,3832.84375,1.13
rl5915,5915,Twice Around the Tree,1043683.473231669,113.242966,ignored,1.85
rl5915,5915,Christofides,616942.432212391,271.681023,ignored,1.09
